Project Code,Project Title,Description,Buyer Organisation,Buyer Organisation.1,Publication Date,Supply Category,Response Currency,Closing date/time,Project Categories,Number of Attachments,Notices,Source,reference_no,tender_title
tender_229350,"5 Years Blanket Contract, Genex and calcium Sulphate / 22503402 / NJI / IPR No. 125039575 / CSC","Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-24694] GENEX SYNTHETIC RESORBABLE BONE GRAFT 5CC KIT [900-005] - 1 BX
2: [510-24695] GENEX SYNTHETIC RESORBABLE BONE GRAFT 10CC KIT [900-010] - 1 BX
3: [510-18677] CALCIUM SULPHATE MATRIX 5 CC SINGL;E USE KIT - 1 EA
4: [510-18643] CALCIUM SULPHATE MATRIX 10 CC SINGL;E USE KIT - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-09 13:15:00,Other,AED,31/12/2025,242305,0,0,Dubai,tender_229350,"5 Years Blanket Contract, Genex and calcium Sulphate / 22503402 / NJI / IPR No. 125039575 / CSC"
tender_187951,RFI for GRP pipes,"1: pipes (GRP ,HDPE , uPVC) - 1 Meter
2: Item 2 - 1 UOM
3: Item 3 - 1 UOM
4: Item 4 - 1 UOM
5: Item 5 - 1 UOM",Dubai Municipality,Dubai Municipality,2025-09-02 09:30:00,Other,AED,31/12/2025,742154,0,0,Dubai,tender_187951,RFI for GRP pipes
tender_229760,PR-06417,"1: PS C : Service of Flygt submersible pump 3301.090-0840004 – (Workshop Overhauling). Including supply of spare parts and service - 1 EA
2: PS C: Flygt Pump 3301.090 – 0840004 & 0840005 MAS801 Upgrading. - 1 EA
3: PS M: Flygt -NP 3153.09 1HT-454
0840021,0840021

Total charges for the spare parts, Servicing stator & rotor, Grit blasting and painting, Manhour charges mentioned in the scope of work for the subject pump workshop service - 2 EA
4: SR71:Flygt - 3202.180
S1840029, S1840028 & S1840027
Total manpower charges as mentioned in the scope of work for the Flygt pump PPM Service for 3 pumps including above consumable parts - 1 EA
5: Storm Underpass PS: Flygt -NP 3301.090 LT616
(S1040051 & S1040052)
Total manpower charges as mentioned in the scope of work for the Flygt pump PPM Service for 2 pumps including above consumable parts. - 1 EA
6: PS G: Submersible Pump 55 KW
(0880001 & 0880002) Over Hauling including spare parts and service charge. - 2 EA
7: PS G:Flygt Pump 3301.090 – 0880001 & 0880002 MAS801 Upgrading - 1 EA",Dubai South,Dubai South,2025-12-23 11:40:00,Other,AED,31/12/2025,291201,0,0,Dubai,tender_229760,PR-06417
tender_222308,"Rehabilitation of Al Marmoom STP, Al Qudra 1000 m3/Day",": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Screens - 4 Each
2: Pumps - 15 Each
3: Blowers - 4 Each
4: Mixer - 2 Each
5: Storage Tanks - 10 Each
6: Membrane Casset - 100 Each
7: Air Compressor & Dryer Package (for Instruments pneumatic valves and other requirements) - 2 Each
8: Pressure Vessels - 2 Each
9: Overhead Cranes - 4 Each
10: Sludge Dewatering Unit (Screw Press) - 2 Each
11: Polymer preparation tank and dosing systems - 2 Each
12: DWU - Control Panel & HMI Systems - 1 Each
13: Supply & Installation of Odour Control Units - 1 Each
14: Supply & Installation of UV Disinfection System - 1 Each
15: All interconnecting Pipes & Fittings - 1 Each
16: Supply & Installation of all types of manual valves like Gate valves, Butterfly valves, UPVC, Ball valves, NRVs, and others as required - 1 Each
1: Upon Material Delivery to Site - 1 EACH
2: Installation - 1 EACH
3: Testing and Commissioning - 1 EACH",Dubai Municipality,Dubai Municipality,2025-08-07 14:00:02,Other,AED,31/12/2025,742106,0,0,Dubai,tender_222308,"Rehabilitation of Al Marmoom STP, Al Qudra 1000 m3/Day"
tender_229780,PR-07267,1: Supply & Installation of Turbidity meter at STP Dubai South - 4 EA,Dubai South,Dubai South,2025-12-26 09:45:00,Other,AED,31/12/2025,742106,0,0,Dubai,tender_229780,PR-07267
tender_227608,PJ-30070 Community Centers -3rd phase,,Dubai Municipality,Dubai Municipality,2025-11-13 11:25:01,Other,AED,02/01/2026,452001,0,0,Dubai,tender_227608,PJ-30070 Community Centers -3rd phase
tender_229095,Maintenance Contract for Marshall Buses & Alke & Goupil & Golf car& Cl,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Maintenance Contract for Marshall Buses & Alke & Goupil & Golf car& Classic Golf car Electric Vehicles - 1 Each
1:  Maintenance Contract for Dubai Safari Park Electric Vehicle Fleet - 1 each",Dubai Municipality,Dubai Municipality,2025-11-28 11:40:00,Other,AED,02/01/2026,501006,0,0,Dubai,tender_229095,Maintenance Contract for Marshall Buses & Alke & Goupil & Golf car& Cl
tender_229641,Providing Cleaning Services in Public Parks and Squares - Group 6 (781,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Providing Cleaning Services in Public Parks and Squares - Group 6 (310) - 2026 - 1 Each
2: Providing Cleaning Services in Public Parks and Squares - Group 6 (310) - 2027 - 1 Each
3: Providing Cleaning Services in Public Parks and Squares - Group 6 (313) - 2026 - 1 Each
4: Providing Cleaning Services in Public Parks and Squares - Group 6 (313) - 2027 - 1 Each
5: Providing Cleaning Services in Public Parks and Squares - Group 6 (780) - 2026 - 1 Each
6: Providing Cleaning Services in Public Parks and Squares - Group 6 (780) - 2027 - 1 Each
7: Providing Cleaning Services in Public Parks and Squares - Group 6 (781) - 2026 - 1 Each
8: Providing Cleaning Services in Public Parks and Squares - Group 6 (781) - 2027 - 1 Each
1: Providing Cleaning Services in Public Parks and Squares - Group 6 (Please Insert Total Cost of the Project - 2 Years) - 1 Total",Dubai Municipality,Dubai Municipality,2025-12-18 12:15:01,Other,AED,02/01/2026,749301,0,0,Dubai,tender_229641,Providing Cleaning Services in Public Parks and Squares - Group 6 (781
tender_229637,Providing Cleaning Services in Public Parks and Squares - Group 7 (761,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Providing Cleaning Services in Public Parks and Squares - Group 7 (092) - 2026 - 1 Each
2: Providing Cleaning Services in Public Parks and Squares - Group 7 (092) - 2027 - 1 Each
3: Providing Cleaning Services in Public Parks and Squares - Group 7 (330) - 2026 - 1 Each
4: Providing Cleaning Services in Public Parks and Squares - Group 7 (330) - 2027 - 1 Each
5: Providing Cleaning Services in Public Parks and Squares - Group 7 (332) - 2026 - 1 Each
6: Providing Cleaning Services in Public Parks and Squares - Group 7 (332) - 2027 - 1 Each
7: Providing Cleaning Services in Public Parks and Squares - Group 7 (730) - 2026 - 1 Each
8: Providing Cleaning Services in Public Parks and Squares - Group 7 (730) - 2027 - 1 Each
9: Providing Cleaning Services in Public Parks and Squares - Group 7 (734) - 2026 - 1 Each
10: Providing Cleaning Services in Public Parks and Squares - Group 7 (734) - 2027 - 1 Each
11: Providing Cleaning Services in Public Parks and Squares - Group 7 (760) - 2026 - 1 Each
12: Providing Cleaning Services in Public Parks and Squares - Group 7 (760) - 2027 - 1 Each
13: Providing Cleaning Services in Public Parks and Squares - Group 7 (761) - 2026 - 1 Each
14: Providing Cleaning Services in Public Parks and Squares - Group 7 (761) - 2027 - 1 Each
1: Providing Cleaning Services in Public Parks and Squares - Group 7 (Please Insert Total Cost of the Project - 2 Years) - 1 Total",Dubai Municipality,Dubai Municipality,2025-12-18 12:20:00,Other,AED,02/01/2026,10000,0,0,Dubai,tender_229637,Providing Cleaning Services in Public Parks and Squares - Group 7 (761
tender_229644,d.ContractProviding Cleaning Services in Public Parks and Squares - Group 5 (891,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Providing Cleaning Services in Public Parks and Squares - Group 5 (070) - 2026 - 1 Each
2: Providing Cleaning Services in Public Parks and Squares - Group 5 (070) - 2027 - 1 Each
3: Providing Cleaning Services in Public Parks and Squares - Group 5 (076) - 2026 - 1 Each
4: Providing Cleaning Services in Public Parks and Squares - Group 5 (076) - 2027 - 1 Each
5: Providing Cleaning Services in Public Parks and Squares - Group 5 (092) - 2026 - 1 Each
6: Providing Cleaning Services in Public Parks and Squares - Group 5 (092) - 2027 - 1 Each
7: Providing Cleaning Services in Public Parks and Squares - Group 5 (637) - 2026 - 1 Each
8: Providing Cleaning Services in Public Parks and Squares - Group 5 (637) - 2027 - 1 Each
9: Providing Cleaning Services in Public Parks and Squares - Group 5 (640) - 2026 - 1 Each
10: Providing Cleaning Services in Public Parks and Squares - Group 5 (640) - 2027 - 1 Each
11: Providing Cleaning Services in Public Parks and Squares - Group 5 (641) - 2026 - 1 Each
12: Providing Cleaning Services in Public Parks and Squares - Group 5 (641) - 2027 - 1 Each
13: Providing Cleaning Services in Public Parks and Squares - Group 5 (870) - 2026 - 1 Each
14: Providing Cleaning Services in Public Parks and Squares - Group 5 (870) - 2027 - 1 Each
15: Providing Cleaning Services in Public Parks and Squares - Group 5 (871) - 2026 - 1 Each
16: Providing Cleaning Services in Public Parks and Squares - Group 5 (871) - 2027 - 1 Each
17: Providing Cleaning Services in Public Parks and Squares - Group 5 (890) - 2026 - 1 Each
18: Providing Cleaning Services in Public Parks and Squares - Group 5 (890) - 2027 - 1 Each
19: Providing Cleaning Services in Public Parks and Squares - Group 5 (8...",Dubai Municipality,Dubai Municipality,2025-12-18 12:50:00,Other,AED,02/01/2026,749301,0,0,Dubai,tender_229644,d.ContractProviding Cleaning Services in Public Parks and Squares - Group 5 (891
tender_229463,Annual Maintenance contract of Weighbridges & Barriers 2026-2027,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Annual Maintenance contract of Weighbridges & Barriers 2026-2027 - 1 Each
1: Annual Maintenance Contract for Weighbridges -2 years


 - 14 Per Weighbridge 
2: Annual Maintenance Contract for Barriers - 2 years

 - 17 Per Barrier 
3: Spare Parts - 2 years

 - 6 Per spare parts",Dubai Municipality,Dubai Municipality,2025-12-12 09:45:00,Other,AED,02/01/2026,452001,0,0,Dubai,tender_229463,Annual Maintenance contract of Weighbridges & Barriers 2026-2027
tender_229234,"Supply, & Commissioning of Mobile Decanter Unit on Trailer with Polyme",": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Supply, & Commissioning of Mobile Decanter Unit on Trailer with Polymer Station and Screw Conveyor (Turnkey Solution) at Al Warsan Sewerage Treatment Plant - 1 Each
1: Cost for Supply, & Commissioning of Mobile Decanter Unit on Trailer with Polymer Station and Screw Conveyor (Turnkey Solution) - 1 EA",Dubai Municipality,Dubai Municipality,2025-12-05 10:20:01,Other,AED,02/01/2026,742106,0,0,Dubai,tender_229234,"Supply, & Commissioning of Mobile Decanter Unit on Trailer with Polyme"
tender_222500,Contracting Services for Enriching Geospatial Data with Field Data Collection.,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Contracting Services for
Enriching Geospatial Data with Field Data Collection. - 1 Each
1: Providing all deliverables  (As mentioned in the RFP) - 1 Each
2: Support & Maintenance  - 1 Each",Dubai Municipality,Dubai Municipality,2025-08-12 16:00:02,Other,AED,02/01/2026,721001,0,0,Dubai,tender_222500,Contracting Services for Enriching Geospatial Data with Field Data Collection.
tender_229693,SA#12503330.ITEM:Delivery Sector Excellence Award,"1: Outdoor flags, directional signages. - 5 EA
2: Full venue branding and walls cladding - 4 EA
3: Custom reception backdrop & Photo Backdrop - 2 EA
4: First 2 rows to have VIP Chairs including Coffee tables (each 2 chairs, 1 table) - 1 EA
5: Audio (L-Acoustics), LED screens, lighting, rigging, SFX, video control systems - 1 EA
6: MC - 1 EA
7: Custom trophies - 10 EA",Roads & Transport Authority,Roads & Transport Authority,2025-12-22 11:40:00,Other,AED,05/01/2026,741301,0,0,Dubai,tender_229693,SA#12503330.ITEM:Delivery Sector Excellence Award
tender_75312,IT Department,"null: i pad pro 9.7 inch , 128 GB, 4G - 15 EACH
null: Samsung Galaxy Tab S2, 9.7 inches , 4G - 15 EACH
null: Hard Disk - WD-2TB - 6 EACH
null: ipad Cover 9.7 inch - 15 EACH
null: Power Bank (Anker) - 20,000 mAh - 15 EACH
null: CANON IXUS 180 - 1 EACH
null: CANON IXUS 285 - 1 EACH
null: HP Elite Display E242 Monitor - M1P02AS - 14 EACH",Dubai Land Department,Dubai Land Department,2017-02-15 11:50:00,Other,AED,05/01/2026,321003,0,0,Dubai,tender_75312,IT Department
tender_217961,Upgrading and Migrating the existing DOF Infrastructure,1: Upgrading and Migrating the existing DOF Infrastructure - 1 EA,Department of Finance,Department of Finance,2025-05-21 09:30:01,Other,AED,05/01/2026,721002,0,0,Dubai,tender_217961,Upgrading and Migrating the existing DOF Infrastructure
tender_227531,DS307-C1_Upgrading Main Pumps in Main Sewerage Pump Station PS-Snew_Co,"-: LABOUR - 
A1: Labourer - 20 hr
B1: Steel Fixer - 20 hr
C1: Mason - 20 hr
D1: Plumber - 20 hr
E1: Electrician - 
F1: Light Duty Driver - 
G1: Heavy Duty Driver - 20 hr
H1: Light Plan Operator - 20 hr
J1: Heavy Plant Operator - 20 hr
-: PLANT - 
A2: Pick-up, up to 3 tons - 20 hr
B2: Concrete mixer 0.50m3 - 20 hr
C2: Concrete saw (light duty) - 
D2: Water tanker, minimum 5,000litres - 20 hr
E2: Concrete Vibrator - 20 hr
F2: Lorry mounted crane up to 25Ton capacity - 20 hr
G2: Generator 25KVA - 
H2: Tipper Lorry up to 6 tons - 20 hr
-: MATERIALS - 
A3: Sand - 10 m3
B3: Coarse Aggregate (dry) - 10 m3
C3: Fine Aggregate (dry) - 10 m3
D3: Ordinary Portland Cement - 2 t
E3: Sulphate Resistant Cement - 2 t
F3: Mild Steel reinforcement bars (any size) - 2 t
G3: High Yield Steel reinforcement bars (any size) - 2 t
H3: Concrete grade 20/40 - 10 m3
-: Contractual Requirements - 
A: Performance Security - 1 Sum
B: Insurance of the Works - 1 Sum
C: Third Party Liability Insurance - 1 Sum
D: Workmen's Compensation Insurance - 1 Sum
-: Specified Requirements - 
-: Accommodation for the Engineer's staff - 
E: Establishment of offices for the Engineer's staff - 1 Sum
F: Maintenance of offices for the Engineer's staff - 540 Day
G: Removal of offices for the Engineer - 1 Sum
-: Services for Engineering Staff - 
H: Telephone and telefax - 540 days
J: Monthly Progress Photographs as specified - 18 no.
-: Equipment for use by Engineer's Staff - 
K: Establishment of Office Equipment - 1 Sum
L: Maintenance of Office Equipment - 540 days
M: Removal of Office Equipment - 1 Sum
-: Attendance upon Engineer's Staff - 
N: Office Assistant - 540 days
-: Temporary Works - 
O: Erection, maintenance and removal of project sign board - 2 no.
-: Method Related Charges - 
P: Contractor's accommodation, buildings & services - 1 Sum
Q: Contractor's Plant - 1 Sum
R: Supervision & Labour - 1 Sum
-: Dismantle and Remove Mechanical Plant and Equipment from Dry Well Room - 
-: The following items form pa...",Dubai Municipality,Dubai Municipality,2025-11-26 14:15:00,Other,AED,05/01/2026,452001,0,0,Dubai,tender_227531,DS307-C1_Upgrading Main Pumps in Main Sewerage Pump Station PS-Snew_Co
tender_229732,5-years blanket contract for Nursing dept-22503480-MMR-IPR#125031999,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-00493] EYE PROTECTOR NEW BORN FOR PHOTOTHERAPY, SIZE MEDIUM Code# SES600180M - 1 EA
2: [510-00494] EYE PROTECTOR NEW BORN FOR PHOTOTHERAPY, SIZE SMALL Code# SES600180S - 1 EA
3: [510-00495] EYE PROTECTOR NEW BORN FOR PHOTOTHERAPY, SIZE LARGE Code# SES600180L - 1 EA
4: [510-00490] Eye Pad Sterile Non-Woven,Oval Size: 6x8cm / Code No. SUP68EPST - 1 EA
5: [510-00491] EYESHIELD STERILE / LEFT Code# 100920 - 1 EA
6: [510-00492] EYESHIELD STERILE /RIGHT Code# 100921 - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-22 13:45:00,Other,AED,05/01/2026,242305,0,0,Dubai,tender_229732,5-years blanket contract for Nursing dept-22503480-MMR-IPR#125031999
tender_229218,"IPR#125038980, T#22503364/MAA ( Engg - Biomedical )","Important Note 1: Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note  2: If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
Important Note 3: if your offer is AED 100,000/- and above. please provide us the bank guarantee with amount of 2% of your total proposal and Tender Fees.
The validity of the Bid Bond should be 120 days (3 months starting from the tender closing date).
 - 
1: Motor for Kinesis PNS0WR00654AA, - 1 EA
2: Low power sup sign cable PN: S0WCU0117AA - 1 EA
3: Low power sup sign cable PN: S0WCU0102AB - 1 EA
4: Service Charge - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-04 11:55:00,Other,AED,05/01/2026,454016,0,0,Dubai,tender_229218,"IPR#125038980, T#22503364/MAA ( Engg - Biomedical )"
tender_229411,IPR# 125041930 / SOQ# 22503422 / Pharmaceutical item / AJCH / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-24580] CRIZOTINIB 200 MG CAPSULES (SPR).- - 240 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-11 08:05:00,Other,AED,05/01/2026,513967,0,0,Dubai,tender_229411,IPR# 125041930 / SOQ# 22503422 / Pharmaceutical item / AJCH / SKA
tender_229722,5-years blanket contract for Surgical Item-22503477-MMR-IPR#125032339,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-12916] 3.0MM QUICKFIT PROBE WITH HANDLE/CODE#PG100032 - 1 EA
2: [510-08952] HUMAN AMNIOTIC MEMBRANE ALLOGRAFT 1.5 X2CM - 1 EA
3: [510-12583] MINI MONOKA MONO CANALICULUS INTUBATION SET DISPOSABLE - 1 EA
4: [510-12605] DIAMOND DUSTED SWEEPERS 25G - 1 EA
5: [510-12606] CHANDLIER TWIN 25G - 1 EA
6: [510-15530] SYMBLEPHARON RING 20MM SMALL (22X19X1.2MM) - 1 EA
7: [510-15531] SYMBLEPHARON RING 22MM MEDIUM (24X21X1.2MM) - 1 EA
8: [510-15532] SYMBLEPHARON RING 25MM LARGE (25X22X1.2MM) - 1 EA
9: [511-01433] Silcone ENUCLEATION / EVISCERATION IMPLANT - (18mm) - CAT# s6.1018 - 1 EA
10: [510-12568] SOLUPREP 4 SPONGE TINTED 97ML - 1 EA
11: [510-12636] FEMALE URETHRAL CATHETER 12FR, 20CM - 1 EA
12: [510-12654] CAPIO SUTURE FOR PELVIC FLOOR RECONSTRUCTION - 1 EA
13: [510-12655] HLS SET ADVANCED 7.0 / CODE NO. BE-HLS 7050 ECMO SET - 1 EA
14: [510-12766] Holmium laser probe (Auriga) 270 Single use - 1 EA
15: [510-15513] Arterial HLS Cannula, Different Length (15, 23 cm), Different Size (15, Fr.) +Percutaneous Insertion Kit for Arterial Cannuale PIK 100 - - 1 EA
16: [510-15514] Arterial HLS Cannula, Different Length (15, 23 cm), Different Size (17, Fr.) +Percutaneous Insertion Kit for Arterial Cannuale PIK 100 - - 1 EA
17: [510-15515] Arterial HLS Cannula, Different Length (15, 23 cm), Different Size (19, Fr.) +Percutaneous Insertion Kit for Arterial Cannuale PIK 100 - - 1 EA
18: [510-15516] Arterial HLS Cannula, Different Length (15, 23 cm), Different Size (21, Fr.) +Percutaneous Insertion Kit for Arterial Cannuale PIK 100 - - 1 EA
19: [510-15517] Arterial HLS Cannula, Different Length (15, 23 cm), Different Size (23, Fr.) +Percutaneous Insertion Kit for Arte...",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-22 12:15:00,Other,AED,05/01/2026,242305,0,0,Dubai,tender_229722,5-years blanket contract for Surgical Item-22503477-MMR-IPR#125032339
tender_226669,"IPR#125021468, T#22503119/MAA ( FMU - DH )","Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: 3 Year Annual Maintenance Contract for Medical Fridge freezer & cold rooms including electrical control panels at Dubai Hospital & New OPD. - 1 EA
2: Provisional sum for 3 Years. - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-10-29 14:40:00,Other,AED,05/01/2026,515961,0,0,Dubai,tender_226669,"IPR#125021468, T#22503119/MAA ( FMU - DH )"
tender_227587,"IPR#125027574, T#22503232/MAA ( FMU - PHC )","Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at PHC.  - 1 EA
2: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at Muhaisnah and Rashidiya MFC.    - 1 EA
3: Contract For Outsourcing of Operation and Maintenance of DH FMU asset in MFC rented building.   - 1 EA
4: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at Dubai Diabetic Center. - 1 EA
5: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at Al Barsha Dialysis center - 1 EA
6: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at Al Towar Dialysis centere - 1 EA
7: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at Senior Happiness centere. - 1 EA
8: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at Dubai Physiotherapy and Rehabilitation Center (DPRC) - 1 EA
9: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at Satwa lab. - 1 EA
10: Contract For Outsourcing of Operation and Maintenance of FMU-specialized equipment at Dubai Dental Hospital. - 1 EA
11: Contract For Outsourcing of Operation and Maintenance of CIVIL and MEP Services at CSC. - 1 EA
12: Provisional sum for 3 Years - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-11-12 14:25:01,Other,AED,05/01/2026,454007,0,0,Dubai,tender_227587,"IPR#125027574, T#22503232/MAA ( FMU - PHC )"
tender_229815,IPR# 125050830 / SOQ#22503496 / Pharmaceutical item / AJCH / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-23730] POTASSIUM CANRENOATE 20MG/ML (10ML) INJECTION (SPR).- - 360 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-25 07:20:00,Other,AED,05/01/2026,513967,0,0,Dubai,tender_229815,IPR# 125050830 / SOQ#22503496 / Pharmaceutical item / AJCH / SKA
tender_229817,IPR#125050874 / SOQ#/22503497 / Pharmaceutical item/ DH / SKA,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [520-24682] LANREOTIDE 120MG INJECTION (SPR).- - 6 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-25 07:20:01,Other,AED,05/01/2026,513967,0,0,Dubai,tender_229817,IPR#125050874 / SOQ#/22503497 / Pharmaceutical item/ DH / SKA
tender_229724,5-years blanket contract for Urology -22503478-MMR-IPR#125032479,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [511-15594] LASER PROBE SLIMLINE 200 micron single useEach - 1 EA
2: [511-15595] LASER PROBE SLIMLINE 272 micron single use - 1 EA
3: [511-15596] LASER PROBE SLIMLINE 365 micron single use - 1 EA
4: [511-15597] LASER PROBE SLIMLINE 550 micron single use - 1 EA
5: [510-09056] FLEXOR DUAL LUMEN ACCESS SHEATH, 12 FR, 45 CM - 1 EA
6: [511-17501] Rusch Gold Postoperative Foley Catheter, Cylindrical, 3-way, 30-50ml, CH. 18 - 1 PC
7: [511-17502] Rusch Gold Postoperative Foley Catheter, Cylindrical, 3-way, 30-50ml, CH. 20 - 1 PC
8: [511-17503] Rusch Gold Postoperative Foley Catheter, Cylindrical, 3-way, 30-50ml, CH. 22 - 1 PC
9: [511-17504] Rusch Gold Postoperative Foley Catheter, Cylindrical, 3-way, 30-50ml, CH. 24 - 1 PC
10: [510-09021] Rusch Gold balloon catheter, 2-W Latex Foley, Tiemann, CH. 12, 5-10ml - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-22 12:30:00,Other,AED,05/01/2026,242305,0,0,Dubai,tender_229724,5-years blanket contract for Urology -22503478-MMR-IPR#125032479
tender_229660,Installation of actuator and rehabilitation of penstock,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Supply of  967013-electric actuator - 20 Each
2: Installation of actuator and rehabilitation of penstock - 20 Each
1: Cost for Rehabilitation of penstocks and replacement of actuator in PST inlet Jebel Ali STP Phase 01 - 1 EA",Dubai Municipality,Dubai Municipality,2025-12-19 11:25:00,Other,AED,05/01/2026,452028,0,0,Dubai,tender_229660,Installation of actuator and rehabilitation of penstock
